100 Grand Bar;1;"bar - each 1.5 OZ - 2 pieces - 2 1/4"" x 1"" each";23.606;1.984;0.255;17.75;2.562;1.427;2.634
Mounds Bar Dark Chocolate;1;"regular size bar - each 1.75 OZ - 2 pieces - 2 1/2"" long per piece";21.001;2.205;0.24;17.165;0;1.225;1.593
Mr. Goodbar;1;"regular size bar - each 1.75 OZ - 5"" long";23.001;0.029;0.029;18.101;4.861;0.029;1.397
Munch Bar;1;bar - each 1.42 OZ;14.168;0.051;0.005;14.072;0.003;0.037;0.805
NatraTaste Blue;1;packet;0.807;0.807;0;0;0;0;0.084
NatraTaste Gold;1;packet;0.79;0.786;0;0;0;0.004;0.121
Nerds (Wonka);1;box - each 1.65 OZ;43.901;21.804;0;22.097;0;0;0
Nerds Rope (Wonka);1;rope - each 0.92 OZ;20;8.085;0.116;11.009;0;0.791;0
Nestle Butterfinger Stixx;2;stick;15.606;1.727;0.265;11.621;0.775;1.2;0.864
Nestle Crunch Bar;1;"regular size bar - each 1.55 OZ - 5 1/2"" long";24;0.07;0.07;23.008;1.427;0.026;3.854
Nestle Crunch Crisp Bar;2;bar;16.211;0.032;0.024;15.642;0.836;0.032;6.667
Nestle Crunch Stixx;2;stick;16.412;0.048;0.048;15.732;0.975;0.022;5.554
Nestle Milk Chocolate Bar;1;"bar - each 1.45 OZ - 5 1/2"" long";21.17;0.082;0.082;19.197;3.124;0;0.547
Nips, all other flavors;2;piece;8.13;1.167;0.125;5.988;0;0.85;0
Nips, Parfait Flavors;2;piece;7.999;0.922;0.099;6.307;0;0.671;0
Nips, Sugar Free;2;piece;0.043;0;0;0;0.043;0;0
Nougat;5;piece;24.385;2.979;0;19.29;0;2.117;0
Nougat, homemade;3;piece;37.98;7.469;8.545;21.012;0.004;0.302;0
Nougat, homemade, with nuts;3;piece;19.959;3.782;4.309;11.366;0.002;0.16;0.151
Now and Later;9;piece;24.41;5.294;0;14.474;0;4.642;0
Nut Goodie (Pearson's);1;"bar - each 1.75 OZ - 2 1/2"" diameter";28.74;0.05;0.05;27.54;1.9;0;0.623
NutraSweet The Original;1;packet;0.807;0.807;0;0;0;0;0.084
Ocean Spray Fruit Snacks, all types;1;pouch - each 0.8 OZ;11.994;4.123;4.296;1.104;0;1.706;0
Oh Henry!;1;"bar - each 1.8 OZ - 2 pieces - 2 1/4"" long each";24.014;2.715;0.577;17.814;1.516;1.674;0.194
Pancake syrup, buttered blends;0.25;cup;37;20.55;13.599;0;0;2.852;0
Pancake syrup, buttered blends, lite;0.25;cup;19.68;0.396;0.042;18.96;0;0.282;0
Pancake syrup, buttered blends, sugar free;0.25;cup;0;0;0;0;0;0;0
Pancake syrup, fruit flavored;0.25;cup;44;24.514;18.462;0;0;1.023;0
Pancake syrup, fruit flavored, sugar free;0.25;cup;0;0;0;0;0;0;0
Pancake syrup, maple-flavored;0.25;cup;33.076;18.311;10.397;0;0;4.368;0
Pancake syrup, maple-flavored, lite;0.25;cup;19.68;0.396;0.042;18.96;0;0.282;0
Pancake syrup, maple-flavored, sugar free;0.25;cup;0;0;0;0;0;0;0
Payday;1;"regular size bar - each 1.85 OZ - 4 1/2"" long";21.177;0.906;0.097;19.422;0.093;0.66;0.814
Peanut bar;1;"bar - each 1.6 OZ - 4"" long";18.999;0.617;0.086;17.865;0;0.432;0.486
Peanut Bar Original (Planters);1;"bar - each 1.6 OZ - 4"" long";14.204;1.365;0.146;11.699;0;0.994;0.939
Peanut brittle;5;"medium piece - approx 1 3/4"" x 1 3/4""";16.149;1.973;0.224;12.517;0;1.426;0.438
Peanut brittle, sugar free;5;"medium piece - approx 1 3/4"" x 1 3/4""";0.797;0;0;0.797;0;0;0.584
Peanut butter chips;1;tablespoon;4.852;0.008;0.008;4.837;0;0;0.224
Peanut Butter Poppins (Brach's);25;piece;21.614;0.078;0.043;20.551;1.652;0;0.452
Peanut Clusters (Brach's);3;piece;15.868;0.068;0.068;14.413;2.28;0;0.644
Pecan praline;1;"patty - approx 2"" diameter x 3/4""";37.221;1.024;0.35;34.48;0.847;0.504;0.04
Peppermint hard candy;3;piece;9.624;1.351;0.144;7.145;0;0.984;0
Peppermint hard candy, sugar free;3;piece;0;0;0;0;0;0;0
Pineapple Delights (Liberty Orchards);3;piece;29.017;2.434;0.452;24.548;0;1.583;0.814
Pixy Stix (Wonka);7;stick;15;15;0;0;0;0;0
Powdered confectioner's sugar;12;teaspoon;29.343;0;0;29.343;0;0;0.378
Pure cane syrup;2;tablespoon;31.176;2.451;2.297;26.453;0;0;0
Pure corn syrup;2;tablespoon;11.411;6.219;0.665;0;0;4.527;0
Raisinets, Cranberry;0.25;cup;30.825;4.183;3.8;22.259;0.999;0;0.173
Raisinets, Dark Chocolate;0.25;cup;26;2.411;2.578;20.477;0.42;0;1.199
Raisinets, Milk Chocolate;0.25;cup;28.078;3.097;3.31;20.537;1.71;0;0.596
Red hots;50;piece;9.435;1.325;0.141;7.005;0;0.964;0
Red Vines;7;piece;18.354;3.611;0.414;11.751;0;2.574;7.587
Reese's Crispy Crunchy Bar;1;regular size bar - each 1.7 OZ;16.152;0.48;0.09;14.093;1.866;0.318;1.001
Reese's Crunchy Cookie Cup;2;piece;20.059;0.043;0.043;20.101;1.331;0;0.498
Reese's Dark Peanut Butter Cup;1;package - each 1.5 OZ - 2 cups;19.178;0.016;0.014;18.811;0.338;0;1.204
Reese's Fast Break;1;regular size bar - each 2 OZ;30.121;0.786;0.133;27.77;1.558;0.531;0.7
Reese's Milk Chocolate Bar Filled with Reese's Peanut Butter;0.333;bar - each 4.25 OZ - 12 blocks;20.71;0.039;0.039;19.766;1.494;0;0.463
Reese's NutRageous;1;"bar - each 1.8 OZ - 5"" long";24.128;1.361;1.085;21.446;0.238;0;0.551
Reese's Peanut Butter Cup;1;"package - each 1.5 OZ - 2 cups - 2 1/8"" diameter per cup";19.811;0.042;0.042;19.853;1.315;0;0.491
Reese's Pieces;0.25;cup;24.963;0.029;0.027;24.909;0;0;3.098
Reese's Sticks;1;regular size bar - each 1.5 OZ - 2 sticks;17.118;0.052;0.051;16.113;1.558;0.004;3.85
Reese's Whipps;1;regular size bar - each 1.9 OZ;29.717;1.126;0.167;26.588;1.824;0.781;0.462
Reese's White Peanut Butter Cup;1;package - each 1.5 OZ - 2 cups;20.754;0.018;0.017;19.44;1.96;0;0.498
Riesen;5;piece;19.383;6.915;0.015;11.52;1.173;0;3.35
Rock candy;1;stick;28.293;0;0;28.293;0;0;0
Rolo Caramels;7;piece;26.851;1.126;0.126;21.063;2.902;0.819;0.126
Root beer barrel;2;piece;11.322;1.589;0.169;8.406;0;1.157;0
Root beer barrel, sugar free;2;piece;0;0;0;0;0;0;0
Runts (Wonka);32;piece;34.772;34.692;0;0;0;0.08;2.561
Saccharin, liquid;10;drop;0;0;0;0;0;0;0
Saccharin, powdered;1;packet;0.852;0.852;0;0;0;0;0.039
Saccharin, tablet;1;tablet;0.349;0.349;0;0;0;0;0.016
Salt water taffy;4;piece;20;3.891;0.416;12.861;0;2.832;0
Salt water taffy, sugar free;4;piece;0.012;0.006;0.001;0.001;0.001;0.001;0
Salted nut roll;1;"regular size bar - each 1.8 OZ - 4 1/4"" long";22.358;4.022;0.021;14.785;0;3.517;0.817
Salted Nut Roll (Pearson's);1;"regular size bar - each 1.8 OZ - 4 1/4"" long";22.358;4.022;0.021;14.785;0;3.517;0.817
Semi-sweet chocolate chips;1;tablespoon;5.723;0.473;0.011;5.093;0;0;0.328
Semisweet chocolate;0.5;ounce;7.725;0.638;0.014;6.875;0;0;0.442
Shockers (Wonka);23;piece;28.322;23.34;0;0;0;4.982;0
Sixlets;1;package - each 1.75 OZ;35.04;9.628;0.031;23.426;1.955;0;0.333
Skinny Cow Dreamy Clusters, Dark Chocolate;1;pouch - each 1 OZ;6.663;0.166;0;6.222;0.273;0.001;2.645
Skinny Cow Dreamy Clusters, Milk Chocolate;1;pouch - each 1 OZ;7.147;0.193;0.027;6.283;1.073;0.001;2.314
Skinny Cow Heavenly Crisp, Milk Chocolate;1;bar - each 0.8 OZ;9.016;0.005;0.028;8.883;0.097;0.005;4.202
Skinny Cow Heavenly Crisp, Peanut Butter;1;bar - each 0.8 OZ;8.022;0.005;0.008;7.908;0.097;0.006;5.138
Skittles;38;piece;31.873;1.487;0.159;29.145;0;1.082;0
Skor Toffee Bar;1;"bar - each 1.4 OZ - 5"" long";23.357;0.031;0.031;22.538;1.244;0;0.207
Smarties;32;piece;13.739;13.739;0;0;0;0;0
Snickers;1;"regular size bar - each 2.07 OZ - 4"" long";30.198;3.581;0.043;22.273;1.88;3.102;0.578
Snickers Peanut Butter Squared;1;bar - each 1.78 OZ - 2 pieces;24.05;1.823;0.976;19.605;1.651;0.69;0.602
Snickers, Almond;1;"regular size bar - each 1.76 OZ - 3 3/4"" long";26.08;4.451;0.044;16.749;1.662;3.869;0.335
Snickers, Dark;1;bar - each 1.83 OZ;24.84;2.439;0;19.456;0.806;2.138;1.174
Sno-Caps;0.25;cup;21.846;0.029;0.029;21.153;1.097;0;4.437
Sour balls;3;piece;11.322;1.589;0.169;8.406;0;1.157;0
Sour Patch;21;piece;25;7.127;5.689;11.012;0;1.172;5.936
Sour Patch Kids;16;piece;25;7.127;5.689;11.012;0;1.172;5.936
Spice Drops (Brach's);13;piece;26.001;8.463;6.709;10.829;0;0;7.546
Splenda;1;packet;0.79;0.786;0;0;0;0.004;0.121
Splenda Brown Sugar Blend;0.5;teaspoon;1.994;0.028;0.023;1.943;0;0;0
Splenda Flavors for Coffee;1;stick;0.79;0.786;0;0;0;0.004;0.121
Splenda Minis;1;tablet;0.047;0;0;0;0.047;0;0
Splenda Sugar Blend;0.5;teaspoon;2.017;0;0;2.017;0;0;0
Splenda with Fiber;1;packet;0.81;0.795;0;0;0;0.017;0.121
Splenda with Fiber Granulated;1;teaspoon;0.415;0.402;0;0;0;0.015;0.061
Spree (Wonka);22;piece;35.749;35.749;0;0;0;0;0
Sprinkle Sweet;1;packet;0.852;0.852;0;0;0;0;0.039
Star Brites (Brach's);3;piece;9.435;1.325;0.141;7.005;0;0.964;0
Star Brites Sugar Free (Brach's);3;piece;0;0;0;0;0;0;0
Starburst GummiBurst, Original;9;piece;22.003;3.929;2.681;12.772;0;2.088;0
Starburst GummiBurst, Sour;9;piece;23.103;4.125;2.815;13.41;0;2.192;0
Starburst, Original;8;piece;21.999;3.158;0.635;15.939;0;2.197;1.59
Starburst, Red Favorites;8;piece;21.999;3.158;0.635;15.939;0;2.197;1.59
Starburst, Sour;8;piece;21.999;3.158;0.635;15.939;0;2.197;1.59
Starburst, Summer Fruits;8;piece;21.999;3.158;0.635;15.939;0;2.197;1.59
Starburst, Tropical;8;piece;21.999;3.158;0.635;15.939;0;2.197;0.59
Stevia In The Raw, bakers bag;1;teaspoon;0.019;0.005;0;0;0;0.014;0.456
Stevia In The Raw, jar;0.5;teaspoon;0.019;0.005;0;0;0;0.014;0.456
Stevia In The Raw, packets;1;packet;0.828;0.828;0;0;0;0;0
Stevia In The Raw, tablets;1;tablet;0;0;0;0;0;0;0
Suckers;1;piece;13.209;1.854;0.197;9.807;0;1.35;0
Suckers, sugar free;1;piece;0;0;0;0;0;0;0
Sucralose;1;packet;0.79;0.786;0;0;0;0.004;0.121
Sugar Babies;27;piece;28.817;3.036;0.976;23.126;0;1.679;0
Sugar Daddy;1;pop - each 1.7 OZ;31.305;3.508;0.375;23.996;0.872;2.553;0
Sugar Twin Original Packets;1;packet;0.682;0.682;0;0;0;0;0.031
Sugar, raw (turbinado);1;teaspoon;4.2;0;0;4.2;0;0;0
Sugar, white granulated;1;teaspoon;4.158;0;0;4.158;0;0;0
Sunkist Fruit Roll-Ups;1;roll - each 0.5 OZ;6.992;1.609;1.155;3.356;0;0.868;0
Sunkist Fruit Snacks;1;pouch - each 0.8 OZ;11.994;4.123;4.296;1.104;0;1.706;0
Swedish Fish;7;regular;30.999;8.837;7.054;13.655;0;1.453;0.953
Sweet 'N Low Brown;0.1;teaspoon;0.426;0.426;0;0;0;0;0.02
Sweet 'N Low Liquid;10;drop;0;0;0;0;0;0;0
Sweet 'N Low Powder;1;packet;0.852;0.852;0;0;0;0;0.039
Sweet 'N Low Tablet;1;tablet;0.349;0.349;0;0;0;0;0.016
Sweet 10;10;drop;0;0;0;0;0;0;0
Sweet chocolate chips;1;tablespoon;5.414;0;0;5.414;0;0;0.346
Sweet Fiber;0.5;teaspoon;0.075;0.025;0.025;0.025;0;0;0
Sweet One;1;packet;0.881;0.881;0;0;0;0;0
SweeTARTS (Wonka);17;piece;12.167;12.05;0;0;0;0.116;3.721
SweetLeaf Stevia;1;packet;0.075;0.025;0.025;0.025;0;0;0
SweetLeaf SugarLeaf;0.333;teaspoon;0.399;0;0;0.399;0;0;0
SweetLeaf Sweet Drops;5;drop;0;0;0;0;0;0;0
Swerve;1;teaspoon;0;0;0;0;0;0;0
Switzer's Chewy Bites, Licorice;15;bite size;12;4.478;1.379;3.191;0;2.808;11.35
Switzer's Chewy Twists, Blue Raspberry;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Switzer's Chewy Twists, Cinnamon;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Switzer's Chewy Twists, Green Apple;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Switzer's Chewy Twists, Lemonade;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Switzer's Chewy Twists, Watermelon;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Switzer's ChewyTtwists, Cherry;4;twist;16.013;3.15;0.361;10.252;0;2.246;6.62
Symphony Creamy Milk Chocolate Bar;1;"regular size bar - each 1.5 OZ - 4 7/8"" long";21.9;0.085;0.085;19.859;3.232;0;0.566
Symphony Milk Chocolate, Almond & Toffee Chips Bar;1;"regular size bar - each 1.5 OZ - 4 7/8"" long";20.552;0.065;0.063;19.025;2.408;0.005;0.44
Syrup, corn and maple mixture;2;tablespoon;23.806;0.63;0.205;22.964;0;0;0
Syrup, flavoring for coffee;2;tablespoon;19.964;0;0;19.964;0;0;0
Syrup, flavoring for coffee, sugar free;2;tablespoon;0;0;0;0;0;0;0
Syrup, white sugar or canned fruit syrup;2;tablespoon;13.609;0;0;13.609;0;0;0
Taffy;1;"bar - each 1.5 OZ - 6 1/2"" long";19.868;10.587;0;0;0;9.282;0
Taffy, homemade;3;piece;16.572;2.297;0.246;12.321;0;1.672;0.444
Take 5;1;regular size bar - each 1.5 OZ - each 2 pieces;16.881;1.227;0.181;12.559;2.721;0.905;5.121
The Original Chocolate Chip Cookie Dough Bites;30;piece;18.991;0.182;0.073;17.407;2.232;0.003;2.685
Tic Tacs;4;piece;1.886;0;0;1.886;0;0;0
Toblerone Fruit and Nut, Swiss Milk Chocolate with Honey & Almond Nougat and Raisins;0.5;"bar - each 3.52 OZ - 8"" long (12 sections)";26.676;2.757;2.943;19.058;3.094;0;0.802
Toblerone Swiss Dark Chocolate with Honey & Almond Nougat;0.5;"bar - each 3.52 OZ - 8"" long (12 sections)";23.95;0;0;23.125;0.825;0;1.895
Toblerone Swiss Milk Chocolate with Honey & Almond Nougat;0.5;"regular size bar - each 3.52 OZ - 8"" long (12 sections)";25.75;0.1;0.1;23.35;3.8;0;0.665
Toblerone Swiss White Confection with Honey & Almond Nougat;0.5;"bar - each 3.52 OZ - 8"" long (12 sections)";29.5;0;0;26.3;4.9;0;0
Toffee;6;piece - each 0.25 OZ;22.037;0;0;21.578;0.441;0;0
Toffifay;5;piece - each 0.29 OZ;18.372;0.761;0.09;14.48;1.946;0.549;0.126
Tootsie Pops;1;pop;10.693;1.501;0.16;7.939;0;1.093;0
Tootsie Roll;6;"midget - each 0.24 OZ - 1 1/4"" long";20;2.132;0.236;15.368;0.716;1.552;0.196
Treasures Dark Chocolate Caramel (DeMet's);3;piece;17.348;3.257;0.035;10.995;0.205;2.856;0.375
Treasures Milk Chocolate Caramel (DeMet's);3;piece;18.142;3.405;0.047;11.5;0.205;2.985;0.5
Treasures Milk Chocolate Peanut Butter (DeMet's);3;piece;15.173;0;0.018;14.952;0.204;0;2.337
Tropical Delights (Liberty Orchards);3;piece;29.017;2.434;0.452;24.548;0;1.583;0.814
Truvia;1;packet;0;0;0;0;0;0;0
Truvia Brown Sugar Blend;0.5;teaspoon;0.97;0.014;0.011;0.946;0;0;0
Turtles Cashew (DeMet's);2;piece;14.88;0.985;0.123;11.552;1.556;0.702;1.589
Turtles Original (DeMet's);2;piece;15;1.143;0.14;11.397;1.533;0.817;0.076
Turtles Sugar Free, Pecan (DeMet's);3;piece;0.867;0.04;0.056;0.315;0.453;0;0.203
Turtles Sugar Free, Pecan and Cashew (DeMet's);3;piece;0.653;0.006;0.008;0.64;0;0;1.597
Twix;1;"package - each 1.8 OZ - 2 bars - 4 1/8"" long each";23.058;1.014;0.141;20.397;1.368;0.718;5.349
Twizzler Bites, Black Licorice;17;piece;16.856;3.316;0.38;10.792;0;2.364;6.968
Twizzler Bites, Cherry;17;piece;16.856;3.316;0.38;10.792;0;2.364;6.968
Twizzlers Pull-n-Peel;1;piece - each 9 peels;13.906;2.736;0.314;8.903;0;1.95;5.749
Twizzlers Twists, Black Licorice;4;piece;18.963;3.731;0.428;12.141;0;2.66;7.839
Twizzlers Twists, Cherry;4;piece;18.963;3.731;0.428;12.141;0;2.66;7.839
Twizzlers Twists, Chocolate;4;piece;17.468;2.125;0.02;13.805;0;1.523;10.287
Twizzlers Twists, Strawberry;4;piece;18.963;3.731;0.428;12.141;0;2.66;7.839
Twizzlers Twists, Strawberry Rainbow;4;piece;19.665;3.869;0.443;12.591;0;2.758;8.129
Twizzlers Twists, Strawberry Sugar Free;6;piece;0.026;0;0;0.021;0;0.009;14.949
Twizzlers Twists, Sweet & Sour Filled;2;piece;20.001;4.594;0;11.375;0;4.036;7.243
Welch's Fruit Snacks, all flavors;1;pouch - each 0.9 OZ;11.697;0.997;0.492;9.599;0;0.607;5.157
Werther's Original Caramel Apple Filled Hard Candies;3;piece;12.226;0.834;0.089;9.704;0.992;0.607;0
Werther's Original Caramel Chocolates;3;piece;9.081;0.142;0.044;8.01;1.328;0.08;0.217
Werther's Original Caramel Coffee Hard Candies;4;piece;10.854;1.204;0.129;7.984;0.662;0.876;0
Werther's Original Caramel Hard Candies, Sugar Free;5;piece;0.059;0;0;0;0.059;0;0
Werther's Original Caramel Milk Chocolates;3;piece;8.104;0.067;0.022;6.723;1.211;0.058;0.552
Werther's Original Caramel Specialities Toffee Crunch;3;piece;12.76;3.429;0.366;3.59;2.811;2.495;0
Werther's Original CaraMelts;3;piece;8.636;0.564;0.059;5.474;2.065;0.445;1.471
Werther's Original Chewy Caramels;3;piece;7.611;1.064;0.114;4.317;1.342;0.775;0
Werther's Original Creamy Caramel Filled Hard Candies;3;piece;13.271;1.404;0.15;9.704;0.992;1.022;0
Werther's Original Hard Candies;3;piece;10.046;1.149;0.123;7.862;0.075;0.837;0
Werther's Original Hard Candies, Sugar Free;5;piece;0.037;0;0;0;0.037;0;0
Whatchamacallit;1;"regular size bar - each 1.6 OZ - 5 1/4"" long";21.009;2.642;2.108;14.687;1.156;0.398;4.962
White chocolate bar;0.5;bar - each 3 OZ;25.089;0;0;22.368;4.167;0;0
White chocolate chips;1;tablespoon;6.037;0.001;0;4.85;1.146;0;0.253
Whoppers;18;piece;26.002;1.115;0.127;20.521;3.391;0.849;0.344
Whoppers Milkshake Strawberry;18;piece;26.002;1.115;0.127;20.521;3.391;0.849;0.344
Whoppers Reese's;18;piece;19.68;1.722;0.19;16.073;0.957;1.068;0.501
Wild 'n Fruity Gummi Bears (Brach's);14;piece;23.09;2.92;0.562;17.662;0;1.947;0
Yogurt coated peanuts;0.25;cup;16.256;0.013;0.009;11.713;4.428;0;0.323
Yogurt covered almonds;0.25;cup;17.112;0.007;0;13.449;3.567;0.029;0.207
Yogurt covered raisins;0.25;cup;32.303;5.472;5.687;18.25;2.473;0.124;0.516
York Peppermint Pattie;3;"regular piece - each 0.5 OZ - 1 1/2"" diameter";26.386;5.391;4.3;15.668;0.139;0.887;0.316
York Peppermint Pattie Sugar Free;4;piece;0.218;0;0.076;0.045;0.086;0;0.812
Zagnut;1;bar - each 1.75 OZ;25;2.597;0.735;19.972;0.039;1.475;0.632
Zero;1;bar - each 1.85 OZ;31.627;7.527;0.804;11.467;6.2;5.478;0.135
Zsweet;1;teaspoon;0;0;0;0;0;0;0
